"","rate","views","length","ratings"
"9338",4.88,"12624","266",26
"9339",4.83,"99114","271",209
"9340",4.89,"9472","249",36
"9341",4.62,"15124","123",8
"9342",4.12,"9527","180",8
"9343",4.1,"9951","237",10
"9344",3.75,"9212","189",8
"9347",5,"4749","210",5
"9348",4.5,"5733","260",10
"9349",5,"3318","302",12
"9350",4.71,"1543","235",7
"9351",4.85,"69376","198",175
"9352",5,"5803","281",9
"9355",4.85,"98163","224",292
"9358",4.94,"8388","335",34
"9359",3.6,"25925","102",48
"9364",3.6,"7952","60",5
"9365",0,"1579","185",0
"9368",3,"1332","116",2
"9369",4,"933","158",1
"9370",3.38,"15121","108",42
"9373",4.2,"6878","137",5
"9374",4.77,"14522","544",35
"9375",3.71,"3167","69",7
"9376",5,"334","492",3
"9379",4,"1627","164",7
"9380",4.44,"4721","125",18
"9381",5,"448","239",1
"9382",4.81,"4056","203",21
"9383",4.89,"11771","321",37
"9384",4.9,"7452","140",29
"9385",5,"1065","159",5
"9386",5,"410","330",4
"9387",4.4,"1988","335",5
"9388",4.83,"757","85",6
"9389",5,"1219","102",10
"9390",4.64,"2221","162",11
"9391",5,"479","598",5
"9392",5,"1207","453",8
"9393",4.71,"52592","243",96
"9394",4.6,"12816","169",25
"9395",5,"1083","156",8
"9396",4.8,"1909","190",5
"9399",5,"394","288",1
"9400",4.56,"5084","353",9
"9401",4.77,"3578","542",13
"9402",5,"8603","302",21
"9403",5,"3792","284",10
"9404",5,"2224","595",1
"9405",5,"1283","131",1
"9406",4.82,"7503","230",22
"9407",3.5,"426","517",2
"9408",3,"1270","213",2
"9411",5,"6175","371",18
"9412",4.67,"2128","284",6
"9413",0,"14938","229",0
"9414",4.8,"25846","587",145
"9415",4.73,"22217","612",114
"9416",4.48,"13194","204",23
"9417",4.49,"37274","358",41
"9418",4.05,"12121","156",22
"9421",4.08,"22723","546",37
"9424",2.94,"227900","352",1144
"9425",5,"4318","70",6
"9426",3.6,"6765","35",10
"9427",4.91,"18466","598",32
"9430",4.2,"2503","373",10
"9433",4.47,"7541","205",15
"9436",5,"15575","112",27
"9445",4.91,"3959","69",11
"9446",4.83,"6287","114",12
"9447",5,"5842","547",13
"9448",4.75,"8022","119",12
"9451",4.43,"9263","144",7
"9454",5,"18257","19",12
"9455",4.89,"5091","416",9
"9460",4.9,"13553","135",20
"9463",3.8,"7122","68",5
"9464",4.72,"23468","519",32
"9465",5,"329","40",2
"9466",4.4,"6640","402",10
"9467",5,"2032","241",5
"9468",0,"839","30",0
"9469",4.67,"786","239",3
"9476",5,"6418","142",2
"9479",5,"442","14",1
"9480",5,"3091","574",6
"9481",5,"1122","225",1
"9484",0,"806","30",0
"9485",0,"190","365",0
"9490",5,"1034","128",2
"9497",5,"10762","256",24
"9502",0,"116","101",0
"9505",4.83,"5381","382",12
"9508",0,"71","173",0
"9513",0,"381","14",0
"9520",5,"8232","40",9
"9523",4.83,"6514","201",12
"9524",4.65,"154025","59",110
"9533",3.75,"24460","23",16
"9534",4.67,"7096","418",3
"9553",3.5,"1591","68",2
"9566",4.73,"6502","174",11
"9567",4.86,"3236","213",7
"9568",4.92,"20741","277",37
"9569",0,"270","85",0
"9570",4.67,"4601","111",9
"9571",4.67,"12325","203",27
"9572",5,"4434","258",5
"9573",5,"15198","150",19
"9574",4.94,"50948","139",33
"9575",4.92,"17624","152",37
"9576",4.77,"67271","144",48
"9577",0,"2843","79",0
"9580",5,"4068","86",2
"9581",4.71,"5513","46",7
"9582",5,"3657","201",21
"9583",4.62,"254975","88",314
"9586",4,"10437","372",12
"9587",5,"5113","228",9
"9588",4.65,"5816","282",23
"9589",4.93,"1433","330",14
"9590",4.76,"36035","200",34
"9593",5,"14997","97",19
"9594",4.2,"59890","230",35
"9595",5,"8141","36",11
"9596",4.57,"1465","85",7
"9597",4.85,"38911","87",106
"9598",4.5,"2661","118",8
"9599",4.83,"2701","171",6
"9600",4.93,"1498","256",15
"9601",5,"8192","182",17
"9602",4.4,"5756","102",5
"9607",1.77,"50771","15",62
"9628",3.75,"3808","213",4
"9653",4.86,"7197","600",14
"9656",4.36,"40083","94",47
"9657",3.29,"19430","18",7
"9660",3.82,"150771","30",17
"9669",2,"6649","31",1
"9670",3.4,"6736","5",5
"9673",4.94,"365","96",16
"9674",3.67,"232","395",3
"9675",3,"397","91",8
"9676",5,"432","35",3
"9677",4.93,"215","43",15
"9684",5,"1308","296",4
"9685",4.92,"993","60",12
"9686",3.67,"1720","79",3
"9691",4.95,"768","238",19
"9692",5,"657","30",2
"9695",5,"94","40",1
"9698",0,"320","186",0
"9699",3,"233","233",2
"9700",2,"460","292",4
"9701",5,"397","24",3
"9702",0,"87","156",0
"9705",1,"66","86",2
"9706",0,"172","34",0
"9707",5,"74","185",1
"9708",0,"32","108",0
"9711",0,"68","11",0
"9712",4.1,"135392","74",86
"9713",4.17,"14366","476",18
"9714",4,"1942","138",7
"9715",4.2,"818","77",5
"9716",3.92,"74412","169",40
"9719",4.29,"86306","68",58
"9720",4.91,"80370","367",204
"9721",4.8,"59640","234",76
"9722",4.89,"147703","372",378
"9723",4.92,"116625","99",144
"9724",4.91,"570833","219",1501
"9725",4.74,"10319","277",43
"9726",4.82,"29742","233",71
"9727",4.82,"26041","175",85
"9728",4.94,"11785","213",31
"9729",4.92,"89052","452",230
"9730",4.47,"18157","116",15
"9731",4.98,"16643","174",47
"9732",4.8,"68023","393",168
"9733",4.96,"29923","214",76
"9734",4.84,"74840","292",199
"9735",4.79,"5266","250",43
"9736",4.83,"42023","110",125
"9737",3.67,"3190","89",6
"9738",5,"5834","183",21
"9739",4.9,"18762","237",109
"9740",4.65,"12906","353",99
"9741",4.9,"47280","549",180
"9742",4.47,"9837","226",30
"9743",3.32,"10619","188",31
"9744",4.73,"4325","423",26
"9745",5,"4920","201",40
"9746",4.88,"9838","393",59
"9747",4.89,"11899","250",38
"9748",4.92,"22454","83",74
"9749",4.94,"3855","358",17
"9750",3.54,"13222","226",39
"9751",2.22,"3525","262",18
"9752",5,"1398","217",3
"9753",5,"2582","354",11
"9754",4.53,"2894","269",17
"9755",5,"852","288",5
"9756",5,"5668","284",28
"9757",4.86,"2583","254",36
"9758",4.96,"2901","452",25
"9759",3.75,"411","463",4
"9760",5,"3674","213",9
"9761",5,"716","259",5
"9762",5,"1094","279",7
"9763",5,"5222","214",28
"9764",5,"1175","274",6
"9765",5,"15416","45",46
"9766",4.78,"2339","172",27
"9767",4.82,"10408","256",74
"9768",5,"4797","549",23
"9769",5,"4318","270",15
"9770",4.93,"17425","271",83
"9771",2.96,"5629","136",45
"9774",5,"340","560",14
"9779",2.59,"1314","431",27
"9780",4.47,"159","470",15
"9783",4.06,"27997","490",179
"9784",4.02,"44822","40",47
"9787",3.32,"8641","159",149
"9792",2.14,"599","97",7
"9793",5,"96","330",4
"9794",4.02,"1595","286",42
"9799",4.54,"4269","242",70
"9802",3.86,"3815","57",7
"9803",4.56,"32663","246",179
"9806",4,"6805","502",8
"9809",3.9,"188180","120",677
"9812",4.66,"6949","202",29
"9817",4.88,"79311","214",248
"9818",4.87,"122365","135",119
"9819",4.67,"238840","165",437
"9822",4.83,"221123","153",331
"9823",4.81,"186259","244",327
"9824",4.75,"187548","195",367
"9825",4.85,"59423","261",169
"9828",4.79,"30942","305",66
"9829",4.66,"289859","201",290
"9832",4.76,"127467","179",205
"9833",4.94,"28508","245",64
"9834",4.66,"94992","224",136
"9835",4.79,"47040","115",87
"9836",4.58,"68786","206",176
"9837",4.46,"77951","184",123
"9838",3.71,"4775","627",68
"9839",4.92,"2061","655",39
"9840",4.75,"1472","632",16
"9841",5,"663","605",6
"9842",4.83,"6905","395",12
"9843",3.27,"1582","156",67
"9846",5,"627","481",6
"9847",3,"1672","10",2
"9848",5,"5486","274",13
"9853",4.6,"777","637",10
"9858",4.71,"1508","655",14
"9859",4.67,"4264","232",6
"9860",4.67,"298","645",6
"9861",3.53,"6378","512",66
"9864",4.21,"2207","195",24
"9871",4.47,"533","191",15
"9872",5,"735","172",9
"9873",4.43,"427","269",7
"9874",4.06,"736","221",17
"9889",5,"184","59",1
"9890",5,"558","92",2
"9899",4,"243","193",1
"9906",0,"801","45",0
"9911",5,"449","196",2
"9912",5,"118","244",3
"9913",5,"246","98",4
"9914",4.84,"2857","205",19
"9915",5,"400","184",1
"9916",5,"388","410",5
"9919",0,"100","115",0
"9920",4.89,"23440","224",62
"9921",4.67,"636","197",6
"9922",0,"98","111",0
"9923",4.88,"487458","203",663
"9924",4.18,"138216","183",89
"9925",5,"2647","261",2
"9926",5,"2420","326",3
"9927",5,"748","335",9
"9928",2.8,"9055","95",10
"9929",3.67,"1517","280",6
"9930",3.5,"6576","171",20
"9931",4.33,"5494","225",24
"9932",3.57,"2436","252",7
"9933",4.76,"9312","131",17
"9934",0,"55","103",0
"9935",0,"394","602",0
"9936",2.78,"17518","29",9
"9937",5,"133","117",1
"9940",5,"67","32",1
"9941",3,"764","274",2
"9942",4.38,"5273","216",24
"9943",0,"16","59",0
"9944",0,"126","57",0
"9945",5,"595","132",20
"9946",0,"581","210",0
"9947",5,"142","242",1
"9950",5,"42268","3",23
"9951",5,"3652","17",6
"9952",5,"5662","10",7
"9953",0,"788","13",0
"9954",5,"1105","3",3
"9957",4,"2184","4",1
"9958",5,"1282","9",1
"9959",5,"1605","12",3
"9960",5,"4694","9",11
"9961",5,"4669","4",2
"9962",5,"1113","10",6
"9965",5,"1208","8",2
"9966",3.55,"26149","2",40
"9967",5,"1234","34",3
"9968",4.83,"2570","11",6
"9969",5,"2005","10",4
"9970",0,"817","4",0
"9971",5,"748","7",2
"9972",5,"776","7",2
"9973",3.83,"10550","73",30
"9974",5,"1775","16",7
"9975",4.71,"6738","36",14
"9976",5,"718","10",5
"9977",5,"4129","9",2
"9978",5,"1364","9",3
"9979",4.83,"15530","9",18
"9982",4.67,"5732","11",6
"9983",0,"1198","11",0
"9984",5,"1696","13",3
"9985",4.75,"821","24",4
"9986",5,"5265","8",5
"9991",5,"5165","30",10
"9992",4.71,"10703","227",14
"9993",5,"1311","14",7
"9994",5,"387","8",6
"9995",5,"929","12",2
"9998",5,"2761","14",3
"9999",4.8,"5363","10",5
"10000",5,"3016","8",3
"10001",5,"44418","11",63
"10002",5,"4108","14",9
"10005",3.67,"7046","7",3
"10008",4.2,"2770","14",5
"10009",4.83,"1568","64",6
"10012",5,"1351","16",1
"10013",5,"2692","26",4
"10014",5,"1946","11",5
"10015",5,"2125","19",1
"10016",5,"11566","71",7
"10019",5,"3186","3",4
"10020",5,"6685","8",6
"10021",4.71,"1875","299",7
"10022",4.94,"20015","30",35
"10023",5,"4041","11",8
"10024",5,"952","42",3
"10025",5,"1607","13",2
"10028",5,"3727","5",1
"10029",0,"1047","4",0
"10030",0,"671","543",0
"10031",5,"7086","8",8
"10032",3.75,"4129","13",4
"10037",4.5,"3276","6",6
"10042",4.6,"1774","3",5
"10045",5,"956","115",1
"10054",4.33,"1880","5",3
"10069",5,"2126","7",4
"10070",5,"1613","4",3
"10071",5,"2729","33",6
"10074",5,"1616","11",1
"10075",4.8,"2073","5",5
"10076",5,"1093","6",6
"10077",5,"423","4",2
"10078",5,"10190","9",2
"10079",1,"283","48",1
"10148",0,"64","32",0
"10167",4.44,"83667","372",545
"10168",4.79,"44082","255",120
"10181",4.81,"58312","519",88
"10182",5,"4089","385",6
"10183",5,"9474","55",1
"10184",5,"6699","686",4
"10187",4.75,"20491","122",20
"10190",5,"3487","510",10
"10191",4.73,"14151","205",15
"10192",4.44,"4590","592",9
"10193",3.97,"128076","84",59
"10194",0,"742","157",0
"10195",5,"3094","368",6
"10196",4.69,"4081","598",13
"10197",5,"798","191",5
"10198",4.75,"661115","208",1316
"10199",5,"343","133",6
"10200",5,"184","187",3
"10201",0,"96","220",0
"10202",5,"1584","125",8
"10203",5,"691","225",7
"10204",4.1,"12331","60",10
"10205",5,"173","109",1
"10206",5,"229","227",1
"10207",0,"113","82",0
"10208",2.94,"5643","265",17
"10209",3.12,"940","153",8
"10210",5,"331","225",2
"10211",4,"322","254",8
"10212",5,"301","256",4
"10213",5,"112","305",1
"10214",5,"630","147",5
"10215",0,"14","76",0
"10216",4.86,"2683","438",7
"10217",4.75,"88","196",8
"10218",0,"63","143",0
"10219",5,"89","185",4
"10220",4.5,"91","306",2
"10221",4,"1551","243",1
"10224",5,"592","229",1
"10225",0,"487","425",0
"10226",5,"3619","330",2
"10227",2.93,"6658","187",14
"10228",3.67,"1031","313",3
"10229",0,"409","344",0
"10230",4.95,"14428","190",22
"10231",5,"765","126",1
"10232",0,"424","430",0
"10233",0,"363","200",0
"10234",4.5,"11955","383",8
"10235",0,"468","503",0
"10236",0,"598","162",0
"10237",3,"1940","346",2
"10238",0,"1516","428",0
"10239",4.18,"28104","368",17
"10240",4.67,"610","255",3
"10241",5,"2142","493",5
"10244",5,"930","297",1
"10249",0,"497","147",0
"10250",0,"291","21",0
"10251",0,"459","101",0
"10252",0,"213","106",0
"10253",0,"106","8",0
"10256",0,"550","363",0
"10259",5,"10685","25",5
"10260",1,"182","99",1
"10261",4.73,"4521","188",15
"10262",0,"515","67",0
"10263",5,"4476","127",7
"10264",5,"1732","116",4
"10265",4.33,"11483","144",15
"10266",5,"1856","287",5
"10267",4.11,"7077","199",9
"10268",3.5,"7982","220",6
"10269",4,"1659","240",3
"10270",0,"108","17",0
"10271",0,"133","162",0
"10272",0,"214","205",0
"10273",3,"307","337",2
"10274",0,"106","32",0
"10275",4,"766","145",1
"10278",0,"302","135",0
"10281",5,"196","278",1
"10282",4.47,"30915","506",30
"10283",4.64,"6609","147",22
"10284",4.7,"19293","132",27
"10285",4.86,"18036","181",81
"10286",5,"1228","235",2
"10287",5,"1348","233",5
"10288",5,"3126","448",3
"10289",4.98,"26297","219",54
"10290",5,"1557","223",5
"10291",5,"3447","230",3
"10292",5,"2685","134",8
"10293",4.8,"23778","141",201
"10294",4.84,"23809","319",82
"10295",4.71,"4160","225",17
"10296",4,"3738","64",7
"10297",4.94,"5149","216",17
"10298",5,"6734","51",10
"10299",4.77,"6347","251",26
"10300",4.91,"1443","414",11
"10301",4.76,"9263","263",37
"10302",4.2,"1079","174",15
"10303",4.74,"6941","204",368
"10304",4.8,"1299","145",30
"10305",5,"792","398",3
"10306",0,"83","224",0
"10307",4.92,"21827","22",172
"10308",3.33,"159","186",6
"10309",5,"423","155",1
"10310",4.89,"17952","253",89
"10311",5,"368","220",3
"10312",4.67,"296","231",3
"10313",0,"42","169",0
"10314",4.12,"1748","63",8
"10315",3.56,"7184","282",9
"10316",5,"82","345",1
"10319",0,"71","102",0
"10320",5,"85","38",1
"10327",5,"61","196",3
"10328",0,"28","75",0
"10329",1,"515","29",1
"10330",4.58,"925","378",19
"10331",4.45,"908","196",20
"10332",4.81,"4984","520",31
"10339",4.22,"1031","297",9
"10340",4.53,"1824","185",17
"10341",4.69,"2182","106",26
"10342",0,"87","244",0
"10347",4.17,"6709","121",6
"10348",3,"447","32",2
"10349",4.77,"481","178",13
"10350",4.88,"3058","48",24
"10357",5,"704","302",3
"10362",5,"334","142",2
"10363",5,"4064","598",6
"10370",5,"1696","134",1
"10373",5,"112","644",1
"10374",0,"1676","322",0
"10451",4.92,"4292","294",40
"10454",4.25,"851","62",4
"10537",4.83,"529","528",6
"10572",5,"3383","291",6
"10583",4.96,"16529","539",51
"10640",0,"550","89",0
"10645",0,"49","14",0
"10676",5,"1786","557",2
"10681",0,"63","109",0
"10682",4.75,"3585","252",4
"10683",5,"2149","77",3
"10684",4.8,"3277","37",10
"10685",0,"16","82",0
"10688",4.62,"2072","184",16
"10689",5,"6441","419",6
"10690",4.86,"23261","134",442
"10693",4.5,"5523","311",10
"10726",0,"167","629",0
"10739",5,"76","586",1
"10746",3,"1453","23",2
"10751",5,"23041","183",25
"10752",4.88,"6752","63",8
"10755",5,"19965","57",17
"10764",4.53,"34239","173",83
"10769",4.64,"14154","243",11
"10778",5,"10379","323",5
"10779",5,"3748","229",5
"10780",5,"7299","279",6
"10781",4.62,"12307","256",16
"10782",4,"10260","350",8
"10783",5,"13506","242",3
"10784",4.6,"6372","239",5
"10785",4.2,"20313","262",5
"10786",0,"583","289",0
"10787",5,"8223","281",11
"10788",4.93,"12280","272",14
"10789",4.67,"5343","260",3
"10790",5,"10976","247",15
"10791",0,"1154","287",0
"10792",3,"694","244",1
"10793",3,"1716","308",2
"10794",4.6,"6937","284",5
"10797",5,"2581","30",1
"10798",5,"42826","258",10
"10799",3.67,"2877","190",3
"10800",5,"6174","248",1
"10801",4.82,"300499","260",144
"10804",0,"1132","109",0
"10805",5,"12462","310",10
"10806",4.79,"33350","287",24
"10807",5,"5575","150",4
"10808",5,"22704","566",7
"10811",5,"15172","364",5
"10812",5,"965","263",1
"10813",5,"3722","180",4
"10814",5,"6526","317",5
"10815",5,"11030","297",12
"10816",4,"8763","110",4
"10817",4.83,"3522","288",6
"10818",5,"6008","309",3
"10819",4.75,"11344","364",4
"10820",0,"507","304",0
"10821",5,"8042","315",1
"10822",5,"8140","287",1
"10823",0,"1585","214",0
"10824",5,"4348","216",2
"10827",0,"162","331",0
"10828",5,"1022","240",1
"10831",5,"10377","146",1
"10832",5,"1874","17",2
"10833",0,"3111","63",0
"10834",4.12,"37390","28",17
"10835",0,"604","368",0
"10836",4,"5607","113",1
"10837",0,"1266","449",0
"10838",3,"4336","20",1
"10839",0,"422","622",0
"10840",5,"30305","254",2
"10841",0,"710","236",0
"10842",0,"1206","194",0
"10843",0,"5293","27",0
"10844",5,"4154","114",6
"10845",5,"1259","246",2
"10846",4.36,"6964","72",33
"10847",5,"556","255",1
"10848",3.86,"144","174",7
"10849",2.43,"1539","248",14
"10850",0,"37","271",0
"10851",5,"79","166",1
"10852",5,"37","309",1
"10853",5,"20","256",1
"10854",5,"438","55",4
"10855",0,"32","199",0
"10856",5,"48","310",1
"10857",5,"26","312",1
"10858",0,"36","246",0
"10859",0,"7","252",0
"10860",4.7,"6022","227",33
"10861",4.5,"975","261",16
"10862",5,"2219","206",5
"10863",4.84,"21175","181",126
"10864",4.73,"7494","254",26
"10865",4.8,"1397","250",10
"10868",0,"595","242",0
"10871",4.42,"29542","306",107
"10874",4.96,"9592","210",53
"10885",4.35,"3222","39",20
"10886",2.48,"2492","252",31
"10887",4.92,"1365","248",12
"10888",3.95,"2885","217",22
"10889",4.29,"1471","246",7
"10890",4.75,"1796","321",32
"10891",5,"906","201",15
"10892",4.74,"27932","279",173
"10895",3.22,"1033","244",9
"10896",3.81,"3304","256",16
"10897",0,"99","261",0
"10898",4.8,"744","248",5
"10899",4.8,"896","248",5
"10904",4.75,"10628","248",101
"10905",4.65,"12567","243",93
"10906",5,"617","126",2
"10907",4.4,"6725","271",5
"10908",5,"314","327",2
"10909",5,"344","363",1
"10910",0,"72","138",0
"10911",4.82,"30684","213",33
"10912",0,"700","298",0
"10917",0,"20","156",0
"10926",4,"36096","93",4
"10927",5,"6637","256",6
"10930",4,"15723","7",1
"10935",0,"705","21",0
"10940",4.75,"3736","234",4
"10945",5,"279","193",1
"10946",5,"1044","129",5
"10947",5,"273","160",1
"10948",5,"9859","263",12
"10951",4.5,"9063","186",12
"10952",5,"13","120",1
"10953",5,"400","348",6
"10960",4.75,"211826","272",157
"10961",5,"242","127",2
"10966",3.5,"682","293",2
"10969",4.75,"572812","132",122
"10970",5,"15082","104",2
"10971",4.89,"8499","367",19
"10972",4.5,"3823","193",2
"10973",5,"146","293",4
"10974",5,"138","387",3
"10975",5,"135","532",3
"10976",4.33,"222","290",6
"10977",5,"52","280",1
"10978",4.15,"6621","434",20
"10981",3,"139","239",2
"10982",4,"1007","290",4
"10983",4.88,"15889","339",40
"10984",5,"377","189",2
"10985",4.67,"23394","169",12
"10986",5,"483","84",1
"10987",5,"1896","106",1
"10990",4.67,"8205","171",9
"10993",5,"109","329",1
"10994",5,"3400","249",8
"10995",5,"8257","255",12
"10996",4.57,"2454","311",7
"10997",5,"2567","272",5
"10998",4.92,"21505","303",38
"10999",5,"1380","170",1
"11000",5,"2905","276",7
"11001",5,"2054","293",4
"11002",4.64,"9220","390",11
"11003",5,"1806","256",5
"11004",5,"1635","236",3
"11005",5,"2463","253",7
"11006",5,"1880","276",6
"11007",4.78,"2552","243",9
"11008",4.88,"4193","209",8
"11009",5,"4404","306",5
"11010",5,"889","261",2
"11011",5,"1506","272",2
"11012",5,"2707","159",7
"11013",3.67,"3945","248",12
"11014",4.95,"10131","179",19
"11015",5,"644","233",2
"11016",4.96,"8752","196",23
"11017",4.75,"14660","261",16
"11018",4.25,"8752","202",8
"11019",3.7,"5557","165",10
"11020",4.75,"8039","176",12
"11021",5,"1707","144",3
"11024",4.79,"30964","247",39
"11027",5,"1394","288",1
"11028",5,"1661","179",5
"11029",4.78,"3519","160",9
"11030",3.67,"1224","225",3
"11031",5,"1393","300",3
"11032",4.5,"4884","177",8
"11033",4.92,"7458","202",12
"11034",4.84,"450006","318",715
"11035",4.5,"2889","235",4
"11036",4,"6253","32",4
"11039",4.96,"23351","236",71
"11040",4.75,"3540","199",4
"11041",4.86,"98688","284",28
"11042",4.94,"84089","192",115
"11043",5,"835","247",1
"11044",0,"368","198",0
"11045",5,"4465","210",7
"11046",5,"1011","62",2
"11047",4.4,"4598","247",10
"11048",4,"3209","232",1
"11049",3.88,"8575","364",8
"11050",5,"11035","208",10
"11051",5,"418","214",2
"11052",4.62,"6987","248",16
"11053",4.88,"25144","331",25
"11056",5,"8887","252",8
"11057",4.87,"364513","285",215
"11058",5,"4569","366",5
"11059",5,"9314","243",6
"11060",4.65,"33258","190",17
"11061",4.88,"5216","250",8
"11064",4.94,"16023","231",18
"11065",4.33,"5197","289",6
"11066",5,"1224","305",2
"11067",4.78,"6026","273",9
"11068",4.82,"10537","189",34
"11069",4.95,"1078","293",21
"11070",5,"910","179",4
"11071",4.91,"38427","266",56
"11072",0,"132","335",0
"11073",4.67,"4590","319",12
"11074",4.81,"21226","231",48
"11075",4.57,"7527","291",47
"11076",0,"115","264",0
"11077",3.5,"2256","274",4
"11078",4.86,"3008","373",14
"11079",4.46,"2377","310",24
"11080",0,"356","278",0
"11081",4.93,"6929","267",15
"11082",4.43,"1128","278",7
"11083",5,"2277","256",3
"11084",4,"2846","163",2
"11085",4.86,"16543","294",37
"11086",5,"10056","289",6
"11087",4.86,"5997","271",7
"11088",4.75,"90879","259",61
"11091",4.98,"42968","266",49
"11092",4.8,"4722","263",5
"11093",5,"407","272",1
"11094",4.84,"11164","276",31
"11095",2.71,"6452","24",7
"11096",4.68,"18849","412",22
"11097",4.31,"25619","476",16
"11098",5,"25168","388",20
"11099",4.12,"46872","119",16
"11100",4.68,"43049","579",44
"11101",1,"2350","143",1
"11102",5,"1245","34",1
"11103",4.39,"12174","599",18
"11104",5,"2789","211",4
"11109",4.61,"55741","275",38
"11110",5,"16196","221",9
"11113",3,"10391","140",5
"11120",5,"165","291",1
"11121",5,"69","242",1
"11122",4.58,"4208","277",12
"11123",4.88,"43554","298",99
"11124",4.94,"35260","458",102
"11125",5,"10161","250",32
"11126",4.89,"51924","350",132
"11127",5,"7151","190",22
"11128",5,"9497","269",44
"11129",4.32,"19992","232",25
"11130",4.9,"4038","326",10
"11131",4.83,"34373","244",46
"11132",4.95,"37660","264",61
"11133",4.75,"39571","266",40
"11134",4.88,"105697","272",263
"11135",4.2,"4476","260",5
"11164",5,"4110","257",5
"11167",0,"427","521",0
"11168",2.67,"1734","28",3
"11169",4.54,"2715","431",13
"11170",0,"2345","114",0
"11171",4.67,"8694","320",12
"11172",5,"2788","249",8
"11173",5,"4905","259",11
"11174",5,"3159","272",10
"11175",5,"1606","193",2
"11176",4,"347","179",1
"11181",5,"1501","205",3
"11182",4.2,"3069","140",5
"11183",4.11,"2290","231",9
"11184",3.67,"4812","259",3
"11185",0,"1094","123",0
"11186",4.54,"18354","575",26
"11187",4.74,"22507","325",34
"11188",0,"381","221",0
"11189",4.67,"1053","215",3
"11190",3.14,"5722","383",7
"11191",4.89,"17332","319",61
"11192",4.73,"543672","194",456
"11193",5,"3517","256",6
"11194",5,"839","284",1
"11195",5,"757","448",3
"11196",4.44,"11201","393",9
"11201",1,"347","220",1
"11202",0,"139","30",0
"11205",0,"236","50",0
"11210",0,"182","19",0
"11211",0,"379","194",0
"11214",0,"365","49",0
"11215",0,"111","20",0
"11254",3,"243","575",1
"11255",5,"73","575",1
"11258",5,"55","55",1
"11259",0,"54","420",0
"11266",5,"30","22",1
"11273",4.91,"23516","144",44
"11274",0,"26","31",0
"11293",5,"495","63",3
"11308",4,"4837","22",5
"11343",3.85,"28321","218",47
"11348",4,"505","228",1
"11349",5,"2002","181",5
"11350",4.8,"7442","658",15
"11351",0,"35","483",0
"11352",5,"900","93",3
"11355",5,"1040","254",3
"11356",5,"652","9",1
"11357",4.88,"5251","244",8
"11360",4.9,"6322","47",20
"11361",4.71,"1880","199",14
"11362",5,"2996","134",10
"11363",5,"1196","211",1
"11364",1,"1632","16",2
"11365",1,"1304","4",1
"11366",0,"62","363",0
"11367",4.45,"32585","171",78
"11392",5,"1116","452",5
"11395",5,"1945","150",11
"11397",4.81,"15386","285",21
"11398",4.17,"414","451",6
"11399",4.85,"9370","318",81
"11400",4.93,"10649","413",98
"11401",5,"5635","205",17
"11402",5,"4059","214",36
"11403",4.91,"4459","578",44
"11404",3.33,"691","261",3
"11405",0,"29","66",0
"11406",0,"45","7",0
"11411",0,"33","92",0
"11412",4,"20","126",1
"11413",3.89,"22266","95",18
"11418",0,"297","377",0
"11429",4,"1360","163",4
"11430",0,"28","46",0
"11431",5,"70","203",2
"11434",0,"40","252",0
"11435",5,"139","370",1
"11436",0,"21","139",0
"11437",5,"44","99",2
"11438",3,"252","185",2
"11439",0,"70","52",0
"11450",3,"96","96",2
"11453",3,"2922","56",2
"11454",3,"1127","69",1
"11457",3,"10764","45",1
"11458",2.33,"125","80",3
"11459",1.25,"2846","242",16
"11460",1,"179","60",1
"11461",5,"648","21",1
"11462",4,"3303","112",15
"11463",5,"115","332",1
"11464",3.21,"6158","95",14
"11467",3.25,"3280","48",4
"11468",0,"301","24",0
"11471",4,"3219","56",7
"11472",1.96,"31575","48",23
"11473",1.77,"8115","8",22
"11476",3,"1106","165",2
"11477",3.45,"23152","185",22
"11478",2.86,"2368","203",7
"11503",3.5,"3463","457",22
"11504",5,"2439","161",13
"11505",2.33,"503","42",3
"11514",5,"69","143",1
"11519",4.95,"11536","408",88
"11522",4.94,"6149","118",89
"11531",5,"2213","192",5
"11532",5,"3942","39",1
"11537",5,"8141","128",5
"11546",0,"754","60",0
"11547",4,"338","25",1
"11548",4.33,"595","70",3
"11549",4.62,"4351","58",8
"11552",0,"213","62",0
"11553",4.75,"767","243",4
"11554",4.23,"117014","124",43
"11555",4.58,"17325","39",19
"11556",0,"427","18",0
"11557",5,"7445","117",1
"11558",0,"49","302",0
"11561",4.5,"441","235",2
"11564",3.5,"1211","160",4
"11571",0,"1833","55",0
"11572",0,"169","39",0
"11577",4.82,"953","176",17
"11582",0,"27","148",0
"11589",2.75,"705","43",4
"11590",4,"423","73",1
"11593",0,"47","33",0
"11594",4.85,"56088","244",111
"11595",4.66,"21283","267",38
"11596",4.65,"21542","186",31
"11597",4.63,"17531","481",43
"11598",5,"2876","278",3
"11599",5,"9507","100",5
"11600",4.9,"4205","395",10
"11601",5,"3983","215",4
"11602",4.56,"15771","336",39
"11603",5,"1280","368",5
"11604",5,"5700","388",4
"11605",5,"2308","283",6
"11606",5,"914","407",1
"11607",4.9,"26353","198",51
"11608",5,"2351","393",7
"11609",5,"1975","356",5
"11610",4.75,"3409","359",12
"11611",5,"1400","38",4
"11612",5,"1563","508",5
"11613",5,"204","304",1
